node_id,domain,subfield,knowledge_point,stage_label,normalized_difficulty,source_type,source_reference,synonyms,scope_note
HKG-NODE-NODE-NODE-420,概率与统计,统计,求一组数据的平均数（算术平均数）,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:求平均数,平均数;算术平均数;求平均数;求一组数据的平均数,依据现有运行时图谱条目“求平均数”进行审校，建议细化为对一组数据求算术平均数，通常对应“总量÷份数”的统计含义。当前证据仅能支持该基础统计技能，不足以支持加权平均、平均速度或更一般的“平均分配”模型并入同一节点。
HKG-NODE-NODE-NODE-421,概率与统计,统计,计算一组数据的平均数（总量÷数据个数）,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:求平均数,求平均数;平均数的计算;计算平均数;求一组数据的平均数;算术平均数（初步）,依据现有运行时图谱条目“求平均数”进行审校。建议细化为对一组数据求算术平均数的基础方法，适用于整数情境下通过“总量÷数据个数”求平均水平的入门性问题。当前证据不足以支持扩展到加权平均数、平均速度或统计量性质的系统学习。
HKG-NODE-NODE-NODE-422,概率与统计,统计,条形统计图,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:条形统计图,条形图;柱状图,依据来源可审计的最小节点为“条形统计图”这一统计表示主题。可覆盖对条形统计图的识别、基本读取与简单应用，但来源摘要未明确是否系统包含绘制要求、横式/纵式区分、以及‘1格表示多个单位’等扩展内容，暂不细分。
HKG-NODE-NODE-NODE-427,概率与统计,概率,用确定事件、不确定事件和不可能事件描述简单事件发生的情况,Grade 5 semester 1,34.78,manual_audit,src/open_r1/knowledge_base_graph57.json:可能性（确定性和不确定性、可能性的大小）,事件发生的确定性与不确定性;确定事件与不可能事件的识别;判断事件是否一定发生、可能发生或不可能发生,聚焦对日常或简单操作情境中的事件进行定性分类，如一定会发生、可能发生、一定不会发生；不涉及正式概率数值计算。
HKG-NODE-NODE-NODE-428,概率与统计,概率,比较简单事件发生可能性的大小并进行定性排序,Grade 5 semester 1,34.78,manual_audit,src/open_r1/knowledge_base_graph57.json:可能性（确定性和不确定性、可能性的大小）,比较事件发生可能性的大小;可能性的大小比较;判断哪个事件更可能发生,聚焦在简单、直观或可操作情境中比较谁更可能发生、谁可能性相同等，属于定性比较；不默认引入分数形式概率或系统化概率模型。
HKG-NODE-NODE-NODE-433,概率与统计,统计,折线统计图的识读与根据数据绘制简单折线统计图,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:折线统计图,单式折线统计图;折线图（统计）;线形统计图,面向统计情境中的折线统计图，核心范围宜包括：根据横纵轴与数据点读取数量信息，理解折线反映的数据变化趋势，并能依据给定数据绘制简单折线统计图。该节点不应混同于几何中的一般“折线”图形概念；若课程实施中将“读图”和“画图”分设为不同可考能力，可进一步拆分。
HKG-NODE-NODE-NODE-434,概率与统计,统计,折线统计图,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:折线统计图,折线统计图;折线图（统计）;单式折线统计图,将折线统计图作为统计数据表示与解读的知识点进行登记。根据当前来源，只能稳妥确认该节点名称、所属领域路径与年级学期；是否同时系统要求学生绘制、比较不同折线统计图或分析变化趋势，现有证据不足，建议后续补充教材或课标依据后再细分。
HKG-NODE-NODE-NODE-435,概率与统计,统计,扇形统计图的认识与读取,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:扇形统计图,饼图;圆形统计图,依据现有运行时图谱条目，节点应至少覆盖对扇形统计图的识别、根据图中各扇形所占整体比例读取信息、理解整体与部分关系。是否进一步包含制作扇形统计图、由百分数计算圆心角等操作，当前来源摘要未提供足够证据，建议后续人工核验范围。
HKG-NODE-NODE-NODE-436,概率与统计,统计,扇形统计图,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:扇形统计图,饼图;圆形统计图,"Source evidence supports the chart-type concept named '扇形统计图' under statistics for Grade 6 semester 1. Operational scope such as reading, drawing, or using percentages to interpret part-whole relations is likely relevant to this chart type but is not explicitly documented in the supplied source summary and should be audited against fuller curriculum or textbook evidence."
HKG-NODE-NODE-NODE-437,概率与统计,统计,根据数据特点和表达目的选择合适的统计图,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:选择合适的统计图,选择合适的统计图;根据需要选择统计图;按数据特点选用统计图;统计图的合理选用,聚焦在已学统计图之间进行匹配与选择，如依据是否强调数量多少、数量变化趋势或部分与整体关系来判断使用哪类统计图；本节点强调“选图”这一应用能力，不等同于单独学习某一种统计图的定义或画法。由于来源仅给出节点标题，具体涵盖的统计图种类需结合同册课程结构人工复核。
HKG-NODE-NODE-NODE-438,概率与统计,统计,根据数据特点与表达目的选择合适的统计图,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:选择合适的统计图,选择合适的统计图;根据数据选择统计图;按统计目的选择统计图;统计图的合理选择,聚焦在已学常见统计图之间进行选择，用于表达数量多少、数量变化趋势或部分与整体关系等不同目的；重点是“选图”这一方法性知识，而不是单独学习某一种统计图的画法或读图。
HKG-NODE-NODE-NODE-448,概率与统计,统计,一组数据的中位数的确定与意义,Grade 8 semester 2,65.22,manual_audit,src/open_r1/knowledge_base_graph57.json:中位数和众数和平均数,中位数;数据的中位数,建议从合并条目中独立成节点。该节点聚焦将数据排序后确定中位数，并理解其作为反映数据集中趋势的统计量的基本作用。
HKG-NODE-NODE-NODE-449,概率与统计,统计,一组数据的众数的确定与意义,Grade 8 semester 2,65.22,manual_audit,src/open_r1/knowledge_base_graph57.json:中位数和众数和平均数,众数;数据的众数,建议从合并条目中独立成节点。该节点聚焦识别一组数据中出现次数最多的数据，并理解众数作为集中趋势量的基本意义。
HKG-NODE-NODE-NODE-452,概率与统计,概率,用列举法求简单随机事件的概率,Grade 9 semester 1,69.57,manual_audit,src/open_r1/knowledge_base_graph57.json:例举法求概率、频率估计求概率,列举法求概率;枚举法求概率;用列举法计算概率,指在等可能结果可枚举的情境中，先列出所有可能结果，再根据概率公式求事件概率。建议与“频率估计概率”拆分为独立节点，因为方法基础与适用条件不同。
HKG-NODE-NODE-NODE-453,概率与统计,概率,用频率估计随机事件的概率,Grade 9 semester 1,69.57,manual_audit,src/open_r1/knowledge_base_graph57.json:例举法求概率、频率估计求概率,频率估计概率;用频率估计概率;通过频率估计概率,指通过重复试验获得事件发生频率，并用频率的稳定值对概率作估计。该节点强调实验估计思想，不等同于用公式精确计算概率。
HKG-NODE-NODE-20-03,算数,基础运算,20以内进位加法,Grade 1 semester 1,0.00,manual_audit,src/open_r1/knowledge_base_graph57.json:二十以内进位加法、不退位减法,二十以内进位加法;20以内进位加法,指和在20以内且计算过程中需要进位的加法。原始条目为并列复合表述，建议拆分为独立知识点以便建图与分层练习。
HKG-NODE-NODE-20-04,算数,基础运算,20以内不退位减法,Grade 1 semester 1,0.00,manual_audit,src/open_r1/knowledge_base_graph57.json:二十以内进位加法、不退位减法,二十以内不退位减法;20以内不退位减法,指被减数与减数在20以内且计算过程中不需要退位的减法。原始条目为并列复合表述，建议拆分为独立知识点。
HKG-NODE-NODE-100-04,算数,基础运算,100以内不进位加法,Grade 1 semester 2,4.35,manual_audit,src/open_r1/knowledge_base_graph57.json:一百以内数的认识和不进位不退位的加减法,一百以内不进位加法;100以内不进位加法;两位数不进位加法,由原始合并节点中的“不进位不退位的加减法”拆分而来，限于100以内加法且各数位相加不产生进位。是否同时覆盖口算、笔算、竖式形式，当前证据不足。
HKG-NODE-NODE-100-09,算数,基础运算,100以内不进位加法与不退位减法的综合应用,Grade 1 semester 2,4.35,manual_audit,src/open_r1/knowledge_base_graph57.json:一百以内数的认识和不进位不退位的加减法,一百以内数的不进位不退位加减法;100以内不进位不退位的加减法,保留原始运行图中的合并型知识点，用于兼容旧图谱路径；其教学上更适合作为上位聚合节点，而非最细粒度可教节点。
HKG-NODE-NODE-100-12,算数,基础运算,100以内进位加法,Grade 2 semester 1,8.70,manual_audit,src/open_r1/knowledge_base_graph57.json:一百以内数涉及进位或退位的加减法,100以内进位加法;一百以内进位加法;两位数进位加法,限于100以内整数加法，重点是个位相加满十需要向十位进1的笔算或口算方法。该节点从原合并表述中拆分出“进位加法”子范围，更利于与不进位加法、退位减法区分。
HKG-NODE-NODE-100-13,算数,基础运算,100以内退位减法,Grade 2 semester 1,8.70,manual_audit,src/open_r1/knowledge_base_graph57.json:一百以内数涉及进位或退位的加减法,100以内退位减法;一百以内退位减法;两位数退位减法,限于100以内整数减法，重点是个位不够减需要从十位退1的笔算或口算方法。该节点从原合并表述中拆分出“退位减法”子范围，更利于与不退位减法、进位加法区分。
HKG-NODE-NODE-NODE-459,算数,基础运算,表内乘法,Grade 2 semester 1,8.70,manual_audit,src/open_r1/knowledge_base_graph57.json:表内乘法,乘法口诀;口诀乘法;表内乘法计算,指乘法口诀表范围内的乘法计算学习，通常限于一位数乘法基本事实及其直接应用。当前来源仅能确认该节点作为二年级上册既有图谱条目存在，未提供更细的教材证据来界定是否包含乘法意义建模、乘法口诀记忆、口诀求积、乘加乘减混合应用等子范围。
HKG-NODE-NODE-NODE-460,算数,基础运算,表内乘法（乘法口诀范围内的乘法计算）,Grade 2 semester 1,8.70,manual_audit,src/open_r1/knowledge_base_graph57.json:表内乘法,乘法口诀范围内的乘法;表内乘法计算;九九乘法范围内的乘法,依据现有运行时图节点“表内乘法”进行审校。建议范围限定为乘法口诀表范围内的乘法事实与计算，不外推到多位数乘法或一般乘法意义的完整体系。是否包含口诀记忆、求积、看图列乘法算式等子技能，当前来源未明示，需人工确认。
HKG-NODE-NODE-NODE-461,算数,基础运算,表内除法,Grade 2 semester 2,13.04,manual_audit,src/open_r1/knowledge_base_graph57.json:表内除法（包括有余数的除法）,口诀除法;乘法口诀求商;表内除法计算,指基于乘法口诀范围内的除法计算与应用。原始来源将其与“有余数的除法”合并记录，建议拆分为独立节点以避免把整除与有余数情形混为同一知识点。
HKG-NODE-NODE-NODE-462,算数,基础运算,有余数的除法,Grade 2 semester 2,13.04,manual_audit,src/open_r1/knowledge_base_graph57.json:表内除法（包括有余数的除法）,除法有余数;带余数的除法,指除法结果不能正好分完时，用商和余数表示结果的基础运算内容。该节点依据合并标题中的括注“包括有余数的除法”拆分得到。
HKG-NODE-NODE-NODE-469,量与计量,质量单位,认识质量单位克与千克,Grade 2 semester 2,13.04,manual_audit,src/open_r1/knowledge_base_graph57.json:克和千克的认识,克和千克的认识;认识克和千克;认识质量单位克和千克;克与千克的初步认识,依据来源标题可稳定审计到的核心范围是对质量单位“克”“千克”的初步认识；不应自动扩展到单位换算、复杂计算或精密测量。
HKG-NODE-NODE-NODE-472,算数,基础运算,万以内的加减法,Grade 3 semester 1,17.39,manual_audit,src/open_r1/knowledge_base_graph57.json:万以内的加减法,万以内加减法;10000以内的加减法,按来源可确认这是三年级上册的整数加减运算主题，数值范围限定在万以内。仅凭当前摘要无法进一步确认是否系统区分口算、笔算、估算，或是否应拆分为进位加法、退位减法、连加连减等更细节点。
HKG-NODE-NODE-NODE-475,算数,基础运算,时、分、秒之间的单位换算,Grade 3 semester 1,17.39,manual_audit,src/open_r1/knowledge_base_graph57.json:时、分、秒的计算,时间单位换算;时分秒换算;时、分、秒的单位换算,依据题名“时、分、秒的计算”可较稳妥审计出的细粒度内容之一是时间单位之间的简单换算，如1时=60分、1分=60秒及其直接应用。是否包含复杂情境题、跨天计算等，现有摘要不足以确认。
HKG-NODE-NODE-NODE-477,算数,基础运算,时、分、秒之间的单位换算与简单时间计算,Grade 3 semester 1,17.39,manual_audit,src/open_r1/knowledge_base_graph57.json:时、分、秒的计算,时分秒的计算;时、分、秒的换算与计算;时间单位计算（时分秒）,"Based on the source title and summary, this node appears to cover arithmetic involving time units at the hour-minute-second level, including unit conversion and simple calculations. The exact boundary is not fully evidenced from the supplied source alone, so more specific subskills should be confirmed by textbook or standard review."
HKG-NODE-NODE-NODE-479,算数,基础运算,倍的概念：理解一个数是另一个数的几倍,Grade 3 semester 1,17.39,manual_audit,src/open_r1/knowledge_base_graph57.json:倍的认识和计算,倍的认识;几倍关系的理解;一个数是另一个数的几倍,建议将原始合并节点中的“认识”部分细化为概念节点，聚焦两数之间的倍数关系识别与表述，如判断甲数是乙数的几倍。该节点不预设复杂应用题范围。
HKG-NODE-NODE-NODE-480,算数,基础运算,求一个数是另一个数的几倍的基础计算,Grade 3 semester 1,17.39,manual_audit,src/open_r1/knowledge_base_graph57.json:倍的认识和计算,求几倍;求一个数是另一个数的几倍;倍关系的基础计算,建议将原始合并节点中的“计算”部分细化为基础求倍计算，通常与除法意义相联系，用于求两数之间的倍数关系。仅标注基础计算，不扩展到比例、分数或复杂复合应用。
HKG-NODE-NODE-NODE-488,算数,基础运算,多位数乘一位数,Grade 3 semester 1,17.39,manual_audit,src/open_r1/knowledge_base_graph57.json:多位数乘一位数,多位数乘1位数;多位数乘单个数字,指整数范围内多位数与一位数的乘法计算这一核心运算主题。根据现有条目可确认其为三年级上册的系统学习内容，但当前来源未提供更细分范围，是否包含口算、笔算、估算、连续进位、应用题建模等子技能，需后续人工核验后再拆分。
HKG-NODE-NODE-NODE-489,算数,基础运算,多位数乘一位数的笔算与口算,Grade 3 semester 1,17.39,manual_audit,src/open_r1/knowledge_base_graph57.json:多位数乘一位数,多位数乘以一位数;一位数乘多位数;多位数乘一位数计算,指三年级上册系统学习的多位整数乘一位整数计算，通常包含口算与笔算、按位相乘及进位处理。当前来源只明确到标题级知识点，是否覆盖估算、应用题、因数末尾有0等子情形需人工复核。
HKG-NODE-NODE-NODE-498,算数,分数加减法,计算同分母分数加法并理解只对分子相加、分母不变的直观理由,Grade 3 semester 1,17.39,manual_audit,src/open_r1/knowledge_base_graph57.json:分数的认识和同分母分数的加减法,同分母分数加法;同分母分数相加;分母不变的分数加法,依据标题中“同分母分数的加减法”拆分出的加法节点，限定于分母相同且通常结果在小学初学范围内；不包含异分母分数加法。
HKG-NODE-NODE-NODE-499,算数,分数加减法,计算同分母分数减法并理解只对分子相减、分母不变的直观理由,Grade 3 semester 1,17.39,manual_audit,src/open_r1/knowledge_base_graph57.json:分数的认识和同分母分数的加减法,同分母分数减法;同分母分数相减;分母不变的分数减法,依据标题中“同分母分数的加减法”拆分出的减法节点，限定于同分母分数减法的初步计算与算理理解；不覆盖异分母减法。
HKG-NODE-NODE-NODE-507,算数,基础运算,除数是一位数的除法,Grade 3 semester 2,21.74,manual_audit,src/open_r1/knowledge_base_graph57.json:除数是一位数的除法,一位数除法;除数为一位数的除法,可审计到的核心范围仅为“除数是一位数的除法”这一主题级知识点。仅凭当前来源，无法可靠细分为口算、笔算、商中间有0、末尾有0、是否有余数、估算或应用题等子点，建议后续结合教材目录或课时说明再拆分。
HKG-NODE-NODE-NODE-510,算数,基础运算,两位数乘两位数（整数乘法）,Grade 3 semester 2,21.74,manual_audit,src/open_r1/knowledge_base_graph57.json:两位数乘两位数,两位数乘两位数;两位数与两位数相乘;两位数乘以两位数;两位数×两位数,指整数范围内两位数与两位数的乘法计算，通常包含口算估算支持下的笔算、部分积理解与进位处理。当前来源仅提供运行时图谱节点名，未给出教材页码或更细分任务边界；不应自动扩展到三位数乘两位数、小数乘法或因数末尾有0的专项算法，除非其他来源另有证据。
HKG-NODE-NODE-NODE-511,算数,基础运算,两位数乘两位数的整数乘法计算,Grade 3 semester 2,21.74,manual_audit,src/open_r1/knowledge_base_graph57.json:两位数乘两位数,两位数与两位数相乘;两位数乘两位数计算,依据来源标题与摘要，保守界定为两个两位整数相乘的计算知识点。可覆盖口算分解、估算或笔算等实现方式，但当前来源未明确具体算法范围，需人工确认是否应细分为“笔算两位数乘两位数”或保留为总括节点。
HKG-NODE-NODE-NODE-521,算数,整数读数,大整数的读法（数范围未指明）,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:大数的认识和读法,大数的读法;读大数,依据来源标题，可审计到“大数的读法”这一技能；但未说明是否限定在某一计数单位范围，也未说明是否同时涵盖写法，建议与教材核对后决定是否拆分为独立读数规则节点。
HKG-NODE-NODE-NODE-522,算数,整数认识,“大数的认识和读法”作为合并单元标题，建议在图谱中标记为可拆分复合节点,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:大数的认识和读法,大数的认识和读法,该表述把“认识”与“读法”并列，适合作为单元标题或上位节点，但对教学实施与题目求解而言通常需要拆成至少两个知识点。
HKG-NODE-NODE-NODE-524,算数,基础运算,三位数乘两位数,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:三位数乘两位数,三位数乘以两位数;三位数×两位数,指三位整数与两位整数相乘的计算内容。可作为多位数乘法中的一个具体练习层级；当前来源未明确是否只限笔算，也未明确是否包含估算、验算或应用题，应避免自动扩展范围。
HKG-NODE-NODE-NODE-525,算数,基础运算,三位数乘两位数的笔算乘法,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:三位数乘两位数,三位数乘两位数;三位数与两位数相乘;三位数乘两位数的计算,"Based on the source title and existing graph path, this node is best scoped as multi-digit whole-number multiplication where a three-digit factor is multiplied by a two-digit factor, typically using the standard written algorithm and place-value alignment. The source evidence does not by itself confirm whether oral methods, estimation, error analysis, or application problems are included, so those should not be merged automatically."
HKG-NODE-NODE-NODE-527,算数,基础运算,整数除法中除数是两位数的笔算除法,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:除数是两位数的除法,除数是两位数的除法;两位数除数的除法;除数为两位数的笔算除法,依据来源标题，可审计的核心范围是四年级上册对除数为两位整数的整数除法进行系统学习与求解，通常对应笔算流程与商的确定。来源未提供更细分步骤，因此暂不拆分到试商、调商、验算等子点。
HKG-NODE-NODE-NODE-528,算数,基础运算,除数是两位数的除法（整数除法）,Grade 4 semester 1,26.09,manual_audit,src/open_r1/knowledge_base_graph57.json:除数是两位数的除法,除数为两位数的除法;两位数除法;两位数作除数的除法,依据来源标题，核心范围应为被除数为整数、除数为两位整数的除法计算学习，通常对应笔算与试商类问题。当前来源未明确是否包含口算、估算、商不变规律辅助计算、带余数情形或应用题，建议后续按教材实证细化。
HKG-NODE-NODE-NODE-531,算数,基础运算,四则运算以及运算定律,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:四则运算以及运算定律,四则运算与运算定律,保留现有运行时图谱中的合并节点，作为待拆分父级或占位节点使用。该表述范围过大，可能同时包含混合运算顺序、具体运算定律及其应用，建议后续在图谱中拆分为可教学、可测评的细粒度节点。
HKG-NODE-NODE-NODE-534,算数,基础运算,“四则运算以及运算定律”作为合并节点需拆分审计,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:四则运算以及运算定律,四则运算及运算定律;四则运算与运算定律,该表述将“运算对象/过程”和“运算性质”合并为单一知识点，粒度偏粗。更适合作为目录级聚合节点，而非最终教学知识点节点。
HKG-NODE-NODE-NODE-538,算数,基础运算,小数的加减法,Grade 4 semester 2,30.43,manual_audit,src/open_r1/knowledge_base_graph57.json:小数的加减法,小数加减法;小数的加法和减法;小数加减,对应四年级下册中以小数为对象的加法与减法运算主题。依据当前来源，只能稳定确认综合主题层级，不足以从本条证据单独拆分出更细的算法步骤、位值对齐规则或应用题类型。
HKG-NODE-NODE-NODE-544,算数,基础运算,小数乘除法,Grade 5 semester 1,34.78,manual_audit,src/open_r1/knowledge_base_graph57.json:小数乘除法,小数的乘法和除法;小数乘法与除法,当前来源仅能确认这是五年级上册中的一个合并主题，范围指向小数乘法与小数除法的统称性学习主题；是否应在图谱中保留为复合节点，或拆分为更细的可教学节点，需要更多教材或课标证据。
HKG-NODE-NODE-NODE-545,算数,基础运算,分数的加法与减法运算,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:分数的加减法,分数加减法;分数的加法和减法;分数加法与减法,基于现有运行时图谱节点标题，范围可审计到“分数的加减法”这一总称性知识点。该节点宜作为分数加法与减法的统摄节点使用；是否进一步细分为同分母分数加减法、异分母分数加减法、带分数加减法、结果化简等子节点，当前来源证据不足，需人工复核教材或课标后决定。
HKG-NODE-NODE-NODE-546,算数,基础运算,分数的加减法,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:分数的加减法,分数加减法;分数的加法和减法,该节点可作为聚合性知识点，覆盖分数加法与减法的计算学习范围。当前证据仅显示现有图节点名称，未能从来源中直接核实其是否明确细分为同分母、异分母或带分数情形。
HKG-NODE-NODE-NODE-549,算数,基础运算,分数的乘除法,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:分数的乘除法,分数乘除法,保留现有运行时图谱中的合并节点，表示六年级上册中围绕分数乘法与除法的统称性主题。该表面形式适合作为单元级或主题级节点，但对知识图谱而言可能过粗，建议与更细粒度节点并存或标记待拆分。
HKG-NODE-NODE-NODE-553,算数,基础运算,分数乘法运算,Grade 6 semester 1,43.48,manual_audit,src/open_r1/knowledge_base_graph57.json:分数的乘除法,分数乘法;分数的乘法,从现有图谱条目“分数的乘除法”拆分出的细粒度节点之一，范围指分数与分数、整数与分数相关的乘法计算规则与求值；是否包含分数乘法应用题、约分技巧、带分数参与运算，需人工结合正式教材或课标核定。
HKG-NODE-NODE-NODE-555,算数,基础运算,折扣的含义与折扣和百分数的互化,Grade 6 semester 2,47.83,manual_audit,src/open_r1/knowledge_base_graph57.json:折扣、成数、税率、利率的认识与计算,打折的意义;几折与百分数的关系;折扣的认识,聚焦商品打折情境中“几折”表示十分之几，也可转化为百分之几十；包含折扣的识别与简单换算，不单独覆盖税率或利率。
HKG-NODE-NODE-NODE-560,算数,基础运算,利率的含义与单利利息的简单计算,Grade 6 semester 2,47.83,manual_audit,src/open_r1/knowledge_base_graph57.json:折扣、成数、税率、利率的认识与计算,利率的认识;利息计算;本金利息问题,聚焦本金、利率、时间与利息之间的基础关系，宜理解为小学阶段的简单利息计算，不涉及复利。
HKG-NODE-NODE-NODE-572,算数,基础运算,有理数混合运算顺序,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:有理数的加减乘除乘方运算以及混合运算顺序,有理数的混合运算顺序;有理数混合运算;有理数四则与乘方混合运算顺序,聚焦有理数范围内含加、减、乘、除、乘方的混合计算顺序规则，不直接泛化到含字母式或函数表达式的运算顺序。
HKG-NODE-NODE-NODE-574,算数,基础运算,有理数加法运算,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:有理数的加减乘除乘方运算以及混合运算顺序,有理数加法;有理数的加法运算,聚焦有理数范围内的加法法则与计算，不含整式加法等后续代数对象的运算。
HKG-NODE-NODE-NODE-580,算数,基础运算,用科学计数法表示数,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:科学计数法,科学记数法;科学计数表示,依据现有运行图条目“科学计数法”进行审计性补录。建议节点范围限定为：把一个数写成 a×10^n 的形式，其中 a 的绝对值通常满足 1≤|a|<10，n 为整数，并能在常见情境中进行普通写法与科学计数法之间的互化。由于源信息仅给出节点名，是否同时系统要求处理很小的数、负指数、有效数字或近似数规则，证据不足，宜由人工复核。
HKG-NODE-NODE-A-10-N-1-A-10-N,算数,基础运算,用a×10^n（1≤|a|<10，n为整数）表示较大或较小的数的科学计数法,Grade 7 semester 1,52.17,manual_audit,src/open_r1/knowledge_base_graph57.json:科学计数法,科学记数法;科学计数法表示,建议将该节点限定为科学计数法的表示规范与读写、以及普通十进制数与科学计数法之间的互化。若后续教材区分近似数、有效数字或数量级，应另设节点，不宜混入本节点。
HKG-NODE-NODE-1,数论,合数与质数,质数的概念：只有1和它本身两个正因数的自然数,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:合数与质数的概念,素数的概念;质数定义;素数定义,建议从合并节点中拆出“质数”的定义性知识点，用于判断一个自然数是否为质数。范围通常限于自然数情境，不应泛化到整数或其他数域。
HKG-NODE-NODE-1-02,数论,合数与质数,合数的概念：除了1和它本身以外还有别的正因数的自然数,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:合数与质数的概念,合数定义;判断合数,建议从合并节点中拆出“合数”的定义性知识点，用于判断一个自然数是否为合数。范围通常限于自然数情境。
HKG-NODE-NODE-NODE-587,数论,因数与倍数,因数与倍数的概念（自然数范围内的整除关系）,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:因数与倍数的概念,因数和倍数的概念;因数与倍数;因数、倍数的意义,围绕自然数的整除关系，建立“一个数是另一个数的因数/倍数”的基础定义与对应判断。适合作为后续找因数、找倍数、2/3/5 的倍数特征、质数与合数、公因数与公倍数等内容的前置节点。当前来源未提供更细教材语境，是否明确限定为非零自然数、是否包含“整除”术语表述，需人工复核。
HKG-NODE-NODE-NODE-588,数论,因数与倍数,整除关系中因数与倍数的基本概念,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:因数与倍数的概念,因数和倍数的概念;因数与倍数的意义;因数和倍数,"Covers the introductory meaning of 因数 and 倍数 as a paired relationship in divisibility contexts among whole numbers, suitable for identifying whether one number is a factor or multiple of another. This node should not automatically absorb later procedures such as finding all factors, finding multiples, prime factorization, common factors, common multiples, or divisibility tests unless those are separately evidenced."
HKG-NODE-NODE-2-03,数论,因数与倍数,判断一个整数是否为2的倍数的末位特征,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:2、3、5的倍数特征,2的倍数特征;2的整除特征;2的倍数判定;能否被2整除的特征,限于用个位数字判断是否为2的倍数，通常与偶数判定直接相关；不扩展到形式化整除理论证明。
HKG-NODE-NODE-5,数论,因数与倍数,判断一个整数是否为5的倍数的末位特征,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:2、3、5的倍数特征,5的倍数特征;5的整除特征;5的倍数判定;能否被5整除的特征,限于用个位数字判断是否为5的倍数，通常表现为个位是0或5；不扩展到更一般的整除判定法。
HKG-NODE-NODE-NODE-590,数论,分数,真分数、假分数与带分数的识别与分类,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:真分数、带分数、假分数等基本性质,真分数、假分数、带分数的认识;真分数假分数带分数的分类;分数类型辨认,基于题名可稳定审计出的最小范围是三类分数的名称识别、外形特征与分类关系；不直接扩展到四则运算或复杂应用。
HKG-NODE-NODE-NODE-592,数论,分数,识别并分类真分数、假分数、带分数,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:真分数、带分数、假分数等基本性质,真分数、假分数、带分数的认识;真分数、假分数、带分数的分类,依据来源标题与关键词，较稳妥的可审计范围是三类分数名称的辨认与分类；不直接外推到四则运算规则。
HKG-NODE-NODE-NODE-596,数论,分数,分数的约分,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:约分、通分、分数和小数互化,约分;把分数化成最简分数;分数化简,从给定来源中的并列条目“约分、通分、分数和小数互化”拆分得到。范围宜限定为把分数化成最简分数，以及利用分子分母同时除以公因数进行约分，不扩展到代数式化简。
HKG-NODE-NODE-NODE-597,数论,分数,分数的通分,Grade 5 semester 2,39.13,manual_audit,src/open_r1/knowledge_base_graph57.json:约分、通分、分数和小数互化,通分;把异分母分数化成同分母分数,从来源中的并列条目拆分得到。范围宜限定为把几个异分母分数化为同分母分数，通常服务于比较大小和分数加减运算前准备；不泛化为其他“同分母化”表述。
