synonym_id,node_id,domain,subfield,knowledge_point,surface_form,surface_type,language,stage_label,notes
SYN-0244,HKG-NODE-NODE-NODE-131,代数,函数,二次函数在顶点两侧区间上的增减性,二次函数在顶点两侧区间上的增减性,canonical,zh,Grade 9 semester 2,节点规范名；强调以顶点为分界讨论函数增减。
SYN-0245,HKG-NODE-NODE-NODE-131,代数,函数,二次函数在顶点两侧区间上的增减性,二次函数的增减性,variant,zh,Grade 9 semester 2,常见概括表述，但可能同时指节点130或更一般的函数增减性内容。
SYN-0248,HKG-NODE-NODE-NODE-131,代数,函数,二次函数在顶点两侧区间上的增减性,以顶点为分界讨论增减性,textbook_phrase,zh,Grade 9 semester 2,较准确刻画本节点核心操作范围。
SYN-0249,HKG-NODE-NODE-NODE-131,代数,函数,二次函数在顶点两侧区间上的增减性,顶点左侧与右侧区间上的增减性,variant,zh,Grade 9 semester 2,与规范名同义，强调顶点分界而非单独强调对称轴。
SYN-0250,HKG-NODE-NODE-NODE-133,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球,辨认并区分长方体、正方体、圆柱体、球,canonical,zh,Grade 1 semester 1,节点规范名；限定四种常见立体图形。
SYN-0251,HKG-NODE-NODE-NODE-133,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球,认识长方体、正方体、圆柱体、球,variant,zh,Grade 1 semester 1,低年级常见教学表述，与辨认命名范围一致。
SYN-0252,HKG-NODE-NODE-NODE-133,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球,辨认长方体、正方体、圆柱体、球,variant,zh,Grade 1 semester 1,与节点范围一致，强调直观识别。
SYN-0253,HKG-NODE-NODE-NODE-133,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球,区分四种常见立体图形,variant,zh,Grade 1 semester 1,可指本节点，但“四种”需依赖上下文对应长方体、正方体、圆柱体、球。
SYN-0255,HKG-NODE-NODE-NODE-134,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球等常见立体图形,辨认并区分长方体、正方体、圆柱体、球等常见立体图形,canonical,zh,Grade 1 semester 1,节点规范名；较133多出“等常见立体图形”这一更宽范围表达。
SYN-0256,HKG-NODE-NODE-NODE-134,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球等常见立体图形,区分长方体、正方体、圆柱体、球,variant,zh,Grade 1 semester 1,与本节点范围兼容，但也可完全指向节点133。
SYN-0257,HKG-NODE-NODE-NODE-134,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球等常见立体图形,辨认长方体、正方体、圆柱体、球,variant,zh,Grade 1 semester 1,与本节点兼容，但缺少“常见立体图形”扩展范围信息。
SYN-0258,HKG-NODE-NODE-NODE-134,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球等常见立体图形,认识长方体、正方体、圆柱体、球,variant,zh,Grade 1 semester 1,低年级常见表述，可归于本节点，也可归于节点133。
SYN-0259,HKG-NODE-NODE-NODE-134,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球等常见立体图形,认识常见立体图形,variant,zh,Grade 1 semester 1,更贴近本节点相对更宽的命名范围，但仍可能包括超出四种图形的内容。
SYN-0260,HKG-NODE-NODE-NODE-134,几何,基本图形的认识,辨认并区分长方体、正方体、圆柱体、球等常见立体图形,区分常见立体图形,variant,zh,Grade 1 semester 1,与本节点较为一致，强调辨认分类；但未明确具体图形集合。
SYN-0261,HKG-NODE-NODE-NODE-136,几何,基本图形的认识,用已认识的平面图形进行拼接，形成新的图形或图案,用已认识的平面图形进行拼接，形成新的图形或图案,canonical,zh,Grade 1 semester 2,节点规范名；强调低年级直观拼接活动。
SYN-0262,HKG-NODE-NODE-NODE-136,几何,基本图形的认识,用已认识的平面图形进行拼接，形成新的图形或图案,平面图形的拼接,variant,zh,Grade 1 semester 2,直接对应以已认识平面图形拼成新图形的活动。
SYN-0263,HKG-NODE-NODE-NODE-136,几何,基本图形的认识,用已认识的平面图形进行拼接，形成新的图形或图案,图形拼接,variant,zh,Grade 1 semester 2,常用简称，但略宽，理论上也可能包含立体图形拼接。
SYN-0264,HKG-NODE-NODE-NODE-136,几何,基本图形的认识,用已认识的平面图形进行拼接，形成新的图形或图案,用图形拼出新图形,variant,zh,Grade 1 semester 2,符合低年级操作性任务表述。
SYN-0265,HKG-NODE-NODE-NODE-136,几何,基本图形的认识,用已认识的平面图形进行拼接，形成新的图形或图案,图形的组合拼摆,variant,zh,Grade 1 semester 2,与拼接活动接近；“拼摆”偏操作活动名称，和本节点一致。
SYN-0266,HKG-NODE-NODE-NODE-140,几何,角,角的初步认识,角的初步认识,canonical,zh,Grade 2 semester 1,节点规范名；目前仅稳定支持入门级认识与识别。
SYN-0267,HKG-NODE-NODE-NODE-140,几何,角,角的初步认识,初步认识角,variant,zh,Grade 2 semester 1,与规范名语序不同，范围一致。
SYN-0268,HKG-NODE-NODE-NODE-140,几何,角,角的初步认识,认识角,variant,zh,Grade 2 semester 1,常见低年级表述，但在更高年级也可能用于角的分类、画法或测量单元标题。
SYN-0269,HKG-NODE-NODE-NODE-148,几何,图形的位置关系,初步认识平移现象,初步认识平移现象,canonical,zh,Grade 2 semester 2,节点规范名；侧重生活情境中的直观识别。
SYN-0270,HKG-NODE-NODE-NODE-148,几何,图形的位置关系,初步认识平移现象,平移的初步认识,variant,zh,Grade 2 semester 2,与规范名同义。
SYN-0271,HKG-NODE-NODE-NODE-148,几何,图形的位置关系,初步认识平移现象,认识平移,variant,zh,Grade 2 semester 2,常见教学简称；但在更高阶段也可能指作图或坐标中的平移。
SYN-0272,HKG-NODE-NODE-NODE-148,几何,图形的位置关系,初步认识平移现象,平移现象的认识,variant,zh,Grade 2 semester 2,较完整地点出“现象”层面，符合本节点。
SYN-0273,HKG-NODE-NODE-NODE-149,几何,图形的位置关系,初步认识旋转现象,初步认识旋转现象,canonical,zh,Grade 2 semester 2,节点规范名；侧重生活中的旋转识别。
SYN-0274,HKG-NODE-NODE-NODE-149,几何,图形的位置关系,初步认识旋转现象,旋转的初步认识,variant,zh,Grade 2 semester 2,与规范名同义。
SYN-0275,HKG-NODE-NODE-NODE-149,几何,图形的位置关系,初步认识旋转现象,认识旋转,variant,zh,Grade 2 semester 2,常见简称；在更高阶段也可能指旋转中心、角度及作图。
SYN-0276,HKG-NODE-NODE-NODE-149,几何,图形的位置关系,初步认识旋转现象,旋转现象的认识,variant,zh,Grade 2 semester 2,明确对应低年级直观认识范围。
SYN-0277,HKG-NODE-NODE-NODE-153,几何,周长和面积,长方形周长的计算,长方形周长的计算,canonical,zh,Grade 3 semester 1,节点规范名；聚焦长方形周长求法。
SYN-0278,HKG-NODE-NODE-NODE-153,几何,周长和面积,长方形周长的计算,长方形的周长计算,variant,zh,Grade 3 semester 1,与规范名同义。
SYN-0279,HKG-NODE-NODE-NODE-153,几何,周长和面积,长方形周长的计算,计算长方形周长,variant,zh,Grade 3 semester 1,题目指令式表述，与节点范围一致。
SYN-0280,HKG-NODE-NODE-NODE-153,几何,周长和面积,长方形周长的计算,长方形周长公式,variant,zh,Grade 3 semester 1,通常用于该节点，但表面形式更偏公式记忆，不完全等同于“计算”全过程。
SYN-0281,HKG-NODE-NODE-NODE-153,几何,周长和面积,长方形周长的计算,C=2(a+b),notation,symbolic,Grade 3 semester 1,长方形周长常用符号表达；其中a、b通常表示长和宽。符号选取可能随教材变化。
SYN-0282,HKG-NODE-NODE-NODE-154,几何,周长和面积,正方形周长的计算,正方形周长的计算,canonical,zh,Grade 3 semester 1,规范节点名，范围是依据正方形四边相等计算周长。
SYN-0283,HKG-NODE-NODE-NODE-154,几何,周长和面积,正方形周长的计算,正方形的周长计算,variant,zh,Grade 3 semester 1,与节点名同义，仅语序不同。
SYN-0284,HKG-NODE-NODE-NODE-154,几何,周长和面积,正方形周长的计算,计算正方形周长,variant,zh,Grade 3 semester 1,教学任务式表述，仍指向正方形周长求法。
SYN-0285,HKG-NODE-NODE-NODE-154,几何,周长和面积,正方形周长的计算,正方形周长计算,variant,zh,Grade 3 semester 1,省略“的”后的常见简称式表述。
SYN-0286,HKG-NODE-NODE-NODE-154,几何,周长和面积,正方形周长的计算,正方形的周长,textbook_phrase,zh,Grade 3 semester 1,该表述有时只指概念对象而非计算方法；若出现在求值或公式语境中可归入本节点，存在概念/运算范围歧义。
SYN-0287,HKG-NODE-NODE-NODE-154,几何,周长和面积,正方形周长的计算,周长＝边长×4,formula,symbolic,Grade 3 semester 1,对应正方形周长计算的典型公式化表述。
SYN-0288,HKG-NODE-NODE-NODE-154,几何,周长和面积,正方形周长的计算,4×边长,formula,symbolic,Grade 3 semester 1,正方形周长公式的简写形式。脱离图形语境时可能泛指“四倍边长”，需结合正方形语境。
SYN-0289,HKG-NODE-NODE-NODE-162,几何,周长和面积,正方形和长方形面积的计算,正方形和长方形面积的计算,canonical,zh,Grade 3 semester 2,规范节点名，覆盖两类图形面积求法的合并范围。
SYN-0290,HKG-NODE-NODE-NODE-162,几何,周长和面积,正方形和长方形面积的计算,正方形和长方形的面积计算,variant,zh,Grade 3 semester 2,与节点名同义。
SYN-0291,HKG-NODE-NODE-NODE-162,几何,周长和面积,正方形和长方形面积的计算,正方形与长方形面积计算,variant,zh,Grade 3 semester 2,并列对象的简化表述。
SYN-0292,HKG-NODE-NODE-NODE-162,几何,周长和面积,正方形和长方形面积的计算,长方形和正方形的面积计算,variant,zh,Grade 3 semester 2,交换并列顺序，不改变节点范围。
SYN-0293,HKG-NODE-NODE-NODE-162,几何,周长和面积,正方形和长方形面积的计算,长方形、正方形面积计算,variant,zh,Grade 3 semester 2,压缩式并列表达。
SYN-0294,HKG-NODE-NODE-NODE-162,几何,周长和面积,正方形和长方形面积的计算,长方形和正方形的面积,textbook_phrase,zh,Grade 3 semester 2,教材标题式表述常可指向本节点，但也可能包含面积概念建立、比较或应用，范围略宽。
SYN-0295,HKG-NODE-NODE-NODE-163,几何,周长和面积,用长×宽计算长方形的面积，并能用边长×边长计算正方形的面积,用长×宽计算长方形的面积，并能用边长×边长计算正方形的面积,canonical,zh,Grade 3 semester 2,规范节点名，明确了两种公式应用。
SYN-0296,HKG-NODE-NODE-NODE-163,几何,周长和面积,用长×宽计算长方形的面积，并能用边长×边长计算正方形的面积,长方形和正方形的面积计算,variant,zh,Grade 3 semester 2,常见概括说法，可指向本节点；但也可能与更宽的合并节点重合。
SYN-0299,HKG-NODE-NODE-NODE-163,几何,周长和面积,用长×宽计算长方形的面积，并能用边长×边长计算正方形的面积,长方形、正方形面积公式,variant,zh,Grade 3 semester 2,强调公式层面，与节点范围一致。
SYN-0300,HKG-NODE-NODE-NODE-163,几何,周长和面积,用长×宽计算长方形的面积，并能用边长×边长计算正方形的面积,长方形和正方形的面积公式应用,variant,zh,Grade 3 semester 2,突出公式应用，较贴近节点说明。
SYN-0301,HKG-NODE-NODE-NODE-163,几何,周长和面积,用长×宽计算长方形的面积，并能用边长×边长计算正方形的面积,长方形面积＝长×宽，正方形面积＝边长×边长,formula,symbolic,Grade 3 semester 2,将节点中的两条公式并列呈现。
SYN-0302,HKG-NODE-NODE-NODE-163,几何,周长和面积,用长×宽计算长方形的面积，并能用边长×边长计算正方形的面积,S长方形＝长×宽，S正方形＝边长×边长,notation,mixed,Grade 3 semester 2,含字母与汉字的公式记法。不同教材对面积记号S使用不一。
SYN-0303,HKG-NODE-NODE-100,几何,周长和面积,相邻常用面积单位之间的进率为100（平方厘米、平方分米、平方米）,相邻常用面积单位之间的进率为100（平方厘米、平方分米、平方米）,canonical,zh,Grade 3 semester 2,规范节点名，强调相邻常用面积单位进率。
SYN-0304,HKG-NODE-NODE-100,几何,周长和面积,相邻常用面积单位之间的进率为100（平方厘米、平方分米、平方米）,面积单位的进率,variant,zh,Grade 3 semester 2,常见概括说法，但范围可能过宽，也可能覆盖高阶段单位。
SYN-0305,HKG-NODE-NODE-100,几何,周长和面积,相邻常用面积单位之间的进率为100（平方厘米、平方分米、平方米）,相邻面积单位间的进率,variant,zh,Grade 3 semester 2,与节点核心一致，但未显式限定“常用”范围。
SYN-0306,HKG-NODE-NODE-100,几何,周长和面积,相邻常用面积单位之间的进率为100（平方厘米、平方分米、平方米）,常用面积单位之间的进率,variant,zh,Grade 3 semester 2,与节点范围较一致。
SYN-0308,HKG-NODE-NODE-100,几何,周长和面积,相邻常用面积单位之间的进率为100（平方厘米、平方分米、平方米）,1平方分米＝100平方厘米,formula,symbolic,Grade 3 semester 2,相邻常用面积单位进率的典型等式。
SYN-0309,HKG-NODE-NODE-100,几何,周长和面积,相邻常用面积单位之间的进率为100（平方厘米、平方分米、平方米）,1平方米＝100平方分米,formula,symbolic,Grade 3 semester 2,相邻常用面积单位进率的典型等式。
SYN-0310,HKG-NODE-NODE-100,几何,周长和面积,相邻常用面积单位之间的进率为100（平方厘米、平方分米、平方米）,相邻面积单位的进率是100,textbook_phrase,zh,Grade 3 semester 2,若上下文限定在平方厘米、平方分米、平方米，可归入本节点；否则可能泛化到更大范围。
SYN-0311,HKG-NODE-NODE-100-02,几何,周长和面积,相邻常用面积单位之间的进率为100，并能进行简单换算,相邻常用面积单位之间的进率为100，并能进行简单换算,canonical,zh,Grade 3 semester 2,规范节点名，包含进率认识与基础换算。
SYN-0312,HKG-NODE-NODE-100-02,几何,周长和面积,相邻常用面积单位之间的进率为100，并能进行简单换算,面积单位的进率,variant,zh,Grade 3 semester 2,仅覆盖本节点的一部分；常见但未体现“简单换算”要求。
SYN-0313,HKG-NODE-NODE-100-02,几何,周长和面积,相邻常用面积单位之间的进率为100，并能进行简单换算,面积单位间的进率,variant,zh,Grade 3 semester 2,与上条类似，可能仅指进率知识。
SYN-0314,HKG-NODE-NODE-100-02,几何,周长和面积,相邻常用面积单位之间的进率为100，并能进行简单换算,面积单位之间的换算,variant,zh,Grade 3 semester 2,突出本节点中的换算能力要求。
SYN-0315,HKG-NODE-NODE-100-02,几何,周长和面积,相邻常用面积单位之间的进率为100，并能进行简单换算,常用面积单位的换算,variant,zh,Grade 3 semester 2,较贴近节点范围，但“常用”具体单位集合仍需来源核验。
SYN-0316,HKG-NODE-NODE-100-02,几何,周长和面积,相邻常用面积单位之间的进率为100，并能进行简单换算,面积单位换算,variant,zh,Grade 3 semester 2,通用说法，常指本节点；但也可能指更高阶段更大单位换算。
SYN-0317,HKG-NODE-NODE-100-02,几何,周长和面积,相邻常用面积单位之间的进率为100，并能进行简单换算,1平方分米＝100平方厘米,formula,symbolic,Grade 3 semester 2,进率基础等式，可作为换算依据。单独看只体现进率，不足以完整表达换算技能。
SYN-0318,HKG-NODE-NODE-100-02,几何,周长和面积,相邻常用面积单位之间的进率为100，并能进行简单换算,把平方分米化成平方厘米,textbook_phrase,zh,Grade 3 semester 2,任务型表述，指向简单面积单位换算。
SYN-0319,HKG-NODE-NODE-NODE-166,几何,周长和面积,常用面积单位的认识与区分,常用面积单位的认识与区分,canonical,zh,Grade 3 semester 2,规范节点名，聚焦认识、名称区分与基础使用。
SYN-0320,HKG-NODE-NODE-NODE-166,几何,周长和面积,常用面积单位的认识与区分,常见的面积单位,variant,zh,Grade 3 semester 2,常见替代表述，重点在单位识别。
SYN-0322,HKG-NODE-NODE-NODE-166,几何,周长和面积,常用面积单位的认识与区分,面积的常用单位,variant,zh,Grade 3 semester 2,与节点范围基本一致。
SYN-0323,HKG-NODE-NODE-NODE-166,几何,周长和面积,常用面积单位的认识与区分,认识面积单位,textbook_phrase,zh,Grade 3 semester 2,标题式表述，通常对应单位认识，但未明确“常用”与“区分”。
SYN-0325,HKG-NODE-NODE-NODE-167,几何,周长和面积,认识并区分常用面积单位,认识并区分常用面积单位,canonical,zh,Grade 3 semester 2,规范节点名，与166几乎同域同义。
SYN-0326,HKG-NODE-NODE-NODE-167,几何,周长和面积,认识并区分常用面积单位,常见面积单位,variant,zh,Grade 3 semester 2,与节点指向较接近。
SYN-0328,HKG-NODE-NODE-NODE-167,几何,周长和面积,认识并区分常用面积单位,常用的面积计量单位,variant,zh,Grade 3 semester 2,强调“计量单位”属性，范围与节点一致。
SYN-0329,HKG-NODE-NODE-NODE-167,几何,周长和面积,认识并区分常用面积单位,常用面积单位的认识,textbook_phrase,zh,Grade 3 semester 2,与节点接近，但未充分表达“区分”。
SYN-0330,HKG-NODE-NODE-NODE-167,几何,周长和面积,认识并区分常用面积单位,认识常用面积单位,textbook_phrase,zh,Grade 3 semester 2,任务式表达，通常可指向本节点。
SYN-0331,HKG-NODE-NODE-NODE-172,几何,周长和面积,面积单位“公顷”的认识与使用,面积单位“公顷”的认识与使用,canonical,zh,Grade 4 semester 1,规范节点名，聚焦公顷这一较大面积单位。
SYN-0332,HKG-NODE-NODE-NODE-172,几何,周长和面积,面积单位“公顷”的认识与使用,公顷的认识,variant,zh,Grade 4 semester 1,节点给定同义表述。单独出现时可能未体现“使用”。
SYN-0333,HKG-NODE-NODE-NODE-172,几何,周长和面积,面积单位“公顷”的认识与使用,认识公顷,variant,zh,Grade 4 semester 1,任务式表达，常见于标题。
SYN-0334,HKG-NODE-NODE-NODE-172,几何,周长和面积,面积单位“公顷”的认识与使用,公顷的认识与使用,variant,zh,Grade 4 semester 1,与节点名接近，只省略“面积单位”。
SYN-0337,HKG-NODE-NODE-NODE-175,几何,周长和面积,公顷和平方千米的认识与单位换算,公顷和平方千米的认识与单位换算,canonical,zh,Grade 4 semester 1,规范节点名，覆盖两种大面积单位的认识与换算。
SYN-0338,HKG-NODE-NODE-NODE-175,几何,周长和面积,公顷和平方千米的认识与单位换算,公顷和平方千米的认识和转换,variant,zh,Grade 4 semester 1,来源给定同义表述，“转换”可视作“换算”。
SYN-0339,HKG-NODE-NODE-NODE-175,几何,周长和面积,公顷和平方千米的认识与单位换算,公顷与平方千米的认识与换算,variant,zh,Grade 4 semester 1,连接词变化，不改范围。
SYN-0340,HKG-NODE-NODE-NODE-175,几何,周长和面积,公顷和平方千米的认识与单位换算,面积单位公顷和平方千米,variant,zh,Grade 4 semester 1,更偏对象列举，未显式表达换算要求。
SYN-0341,HKG-NODE-NODE-NODE-175,几何,周长和面积,公顷和平方千米的认识与单位换算,公顷和平方千米,textbook_phrase,zh,Grade 4 semester 1,标题式简写，常可指向本节点，但也可能仅指单位认识。
SYN-0342,HKG-NODE-NODE-NODE-175,几何,周长和面积,公顷和平方千米的认识与单位换算,1平方千米＝100公顷,formula,symbolic,Grade 4 semester 1,两种大面积单位之间的核心换算关系。
SYN-0344,HKG-NODE-NODE-NODE-177,几何,角,按角的大小分类角,按角的大小分类角,canonical,zh,Grade 4 semester 1,规范节点名，聚焦依据大小给角分类。
SYN-0345,HKG-NODE-NODE-NODE-177,几何,角,按角的大小分类角,角的分类,variant,zh,Grade 4 semester 1,常见概括说法，但可能也包括按其他标准分类，范围略宽。
SYN-0346,HKG-NODE-NODE-NODE-177,几何,角,按角的大小分类角,根据角的大小分类,variant,zh,Grade 4 semester 1,与节点含义一致。
SYN-0347,HKG-NODE-NODE-NODE-177,几何,角,按角的大小分类角,角按大小分类,variant,zh,Grade 4 semester 1,简洁表述，与节点一致。
SYN-0348,HKG-NODE-NODE-NODE-177,几何,角,按角的大小分类角,角的大小分类,variant,zh,Grade 4 semester 1,省略介词后的常见表述。
SYN-0349,HKG-NODE-NODE-NODE-177,几何,角,按角的大小分类角,锐角、直角和钝角,textbook_phrase,zh,Grade 4 semester 1,若教材用列举类别来表示按大小分类，则可指向本节点；但类别集合是否完整需核验。
SYN-0350,HKG-NODE-NODE-NODE-179,几何,角,按角的大小分类角（如锐角、钝角）,按角的大小分类角（如锐角、钝角）,canonical,zh,Grade 4 semester 1,节点规范名称；表示依据角的大小对角进行类别判断的总节点。
SYN-0351,HKG-NODE-NODE-NODE-179,几何,角,按角的大小分类角（如锐角、钝角）,角的分类,variant,zh,Grade 4 semester 1,常见简称；但“角的分类”也可能按是否直角、按位置关系等口径分类，存在范围偏宽的歧义，此处限定为按大小分类。
SYN-0352,HKG-NODE-NODE-NODE-179,几何,角,按角的大小分类角（如锐角、钝角）,按角的大小分类,variant,zh,Grade 4 semester 1,与节点范围一致，强调分类依据是角的大小。
SYN-0353,HKG-NODE-NODE-NODE-179,几何,角,按角的大小分类角（如锐角、钝角）,角的大小分类,variant,zh,Grade 4 semester 1,与“按角的大小分类角”同义的省略说法。
SYN-0354,HKG-NODE-NODE-NODE-179,几何,角,按角的大小分类角（如锐角、钝角）,根据角的大小分类,variant,zh,Grade 4 semester 1,教学与题目中可能出现的改写形式；节点仍是总括分类活动，不指向某一个具体角类。
SYN-0355,HKG-NODE-NODE-NODE-179,几何,角,按角的大小分类角（如锐角、钝角）,角按大小分类,variant,zh,Grade 4 semester 1,语序变体，意义不变。
SYN-0356,HKG-NODE-NODE-NODE-183,几何,图形的位置关系,梯形的识别与初步认识,梯形的识别与初步认识,canonical,zh,Grade 4 semester 1,节点规范名称；范围限于识别梯形并进行初步认识。
SYN-0357,HKG-NODE-NODE-NODE-183,几何,图形的位置关系,梯形的识别与初步认识,认识梯形,variant,zh,Grade 4 semester 1,与节点范围一致的常见教学标题式表达。
SYN-0358,HKG-NODE-NODE-NODE-183,几何,图形的位置关系,梯形的识别与初步认识,梯形,variant,zh,Grade 4 semester 1,单词式标题常见，但也可能泛指关于梯形的一切内容；此处仅限识别与初步认识。
SYN-0359,HKG-NODE-NODE-NODE-183,几何,图形的位置关系,梯形的识别与初步认识,识别梯形,variant,zh,Grade 4 semester 1,突出图形辨认任务，与节点作用域一致。
SYN-0360,HKG-NODE-NODE-NODE-183,几何,图形的位置关系,梯形的识别与初步认识,初步认识梯形,variant,zh,Grade 4 semester 1,与节点名称近义，强调入门层面。
SYN-0361,HKG-NODE-NODE-NODE-188,几何,图形的位置关系,四边形的识别与按边数分类,四边形的识别与按边数分类,canonical,zh,Grade 4 semester 1,节点规范名称；重点是识别四条边围成的平面图形并按边数归类。
SYN-0362,HKG-NODE-NODE-NODE-188,几何,图形的位置关系,四边形的识别与按边数分类,四边形,variant,zh,Grade 4 semester 1,可作单元或小节标题；但也可能泛指四边形的性质、分类体系等更宽内容，此处限定为识别与按边数分类。
SYN-0363,HKG-NODE-NODE-NODE-188,几何,图形的位置关系,四边形的识别与按边数分类,四边形识别,variant,zh,Grade 4 semester 1,直接对应图形辨认任务。
SYN-0364,HKG-NODE-NODE-NODE-188,几何,图形的位置关系,四边形的识别与按边数分类,按边数识别四边形,variant,zh,Grade 4 semester 1,强调以边数为分类依据识别四边形，与节点范围一致。
SYN-0365,HKG-NODE-NODE-NODE-188,几何,图形的位置关系,四边形的识别与按边数分类,认识四边形,variant,zh,Grade 4 semester 1,常见教材表述；但范围略宽，可能含简单特征认识。
SYN-0366,HKG-NODE-NODE-NODE-191,几何,基本图形的认识,在平面图形中识别平行线关系,在平面图形中识别平行线关系,canonical,zh,Grade 4 semester 1,节点规范名称；表示在平面图形中直观识别两条直线平行关系。
SYN-0367,HKG-NODE-NODE-NODE-191,几何,基本图形的认识,在平面图形中识别平行线关系,平行,variant,zh,Grade 4 semester 1,高频简称；但“平行”可能也用于平移方向、立体位置关系或平行四边形中的边关系，此处限定为平面内两条直线的平行关系。
SYN-0368,HKG-NODE-NODE-NODE-191,几何,基本图形的认识,在平面图形中识别平行线关系,平行线,variant,zh,Grade 4 semester 1,常见对象名词；可指概念本身或识别任务，此处收为同节点表面形式。
SYN-0369,HKG-NODE-NODE-NODE-191,几何,基本图形的认识,在平面图形中识别平行线关系,两条直线互相平行,textbook_phrase,zh,Grade 4 semester 1,描述平行关系的常见陈述句式，和节点范围一致。
SYN-0370,HKG-NODE-NODE-NODE-191,几何,基本图形的认识,在平面图形中识别平行线关系,互相平行,variant,zh,Grade 4 semester 1,关系谓词形式，常见于图形位置关系判断题。
SYN-0371,HKG-NODE-NODE-NODE-191,几何,基本图形的认识,在平面图形中识别平行线关系,平行线关系,variant,zh,Grade 4 semester 1,更明确地指向关系识别，而非单独对象名词。
SYN-0372,HKG-NODE-NODE-NODE-191,几何,基本图形的认识,在平面图形中识别平行线关系,∥,notation,symbolic,Grade 4 semester 1,平行关系常用符号；通常与字母命名直线一起出现，如a∥b。单独符号依赖上下文。
SYN-0373,HKG-NODE-NODE-NODE-192,几何,基本图形的认识,在平面图形中识别垂直关系,在平面图形中识别垂直关系,canonical,zh,Grade 4 semester 1,节点规范名称；表示在平面图形中直观识别两条直线垂直关系。
SYN-0374,HKG-NODE-NODE-NODE-192,几何,基本图形的认识,在平面图形中识别垂直关系,垂直,variant,zh,Grade 4 semester 1,高频简称；但也可能指垂线段、垂直于某平面等更宽范围，此处限定为平面内两条直线相互垂直。
SYN-0375,HKG-NODE-NODE-NODE-192,几何,基本图形的认识,在平面图形中识别垂直关系,互相垂直,variant,zh,Grade 4 semester 1,关系谓词形式，直接对应位置关系判断。
SYN-0377,HKG-NODE-NODE-NODE-192,几何,基本图形的认识,在平面图形中识别垂直关系,垂直关系,variant,zh,Grade 4 semester 1,明确强调关系识别。
SYN-0378,HKG-NODE-NODE-NODE-192,几何,基本图形的认识,在平面图形中识别垂直关系,⊥,notation,symbolic,Grade 4 semester 1,垂直关系常用符号；通常与字母命名直线或线段一起出现，如a⊥b。
SYN-0379,HKG-NODE-NODE-180,几何,基本图形的认识,三角形内角和是180°,三角形内角和是180°,canonical,mixed,Grade 4 semester 2,节点规范名称；表述为任意三角形三个内角的和为180°。
SYN-0380,HKG-NODE-NODE-180,几何,基本图形的认识,三角形内角和是180°,三角形的内角和,variant,zh,Grade 4 semester 2,常见章节或题目表述；在教学语境中通常指向其结论为180°，但字面上也可仅指主题名。
SYN-0381,HKG-NODE-NODE-180,几何,基本图形的认识,三角形内角和是180°,三角形内角和为180度,variant,zh,Grade 4 semester 2,与规范名称同义，仅“是/为”用词不同。
SYN-0382,HKG-NODE-NODE-180,几何,基本图形的认识,三角形内角和是180°,三角形的内角和是180度,variant,zh,Grade 4 semester 2,完整陈述句式，同义。
SYN-0383,HKG-NODE-NODE-180,几何,基本图形的认识,三角形内角和是180°,三角形内角和是180度,variant,zh,Grade 4 semester 2,与规范名称仅记号形式不同，180°与180度等值。
SYN-0384,HKG-NODE-NODE-180,几何,基本图形的认识,三角形内角和是180°,三角形内角和=180°,formula,symbolic,Grade 4 semester 2,公式化写法，常见于板书、笔记或题目条件概括。
SYN-0385,HKG-NODE-NODE-180-02,几何,基本图形的认识,三角形的内角和是180°,三角形的内角和是180°,canonical,mixed,Grade 4 semester 2,节点规范名称；与同批另一节点范围高度接近，均指三角形内角和结论。
SYN-0386,HKG-NODE-NODE-180-02,几何,基本图形的认识,三角形的内角和是180°,三角形内角和,variant,zh,Grade 4 semester 2,常见简称；字面上可能仅指主题，实际使用中常指向“是180°”的结论。
SYN-0387,HKG-NODE-NODE-180-02,几何,基本图形的认识,三角形的内角和是180°,三角形的内角和为180度,variant,zh,Grade 4 semester 2,与规范名称同义，仅“是/为”和“°/度”差异。
SYN-0388,HKG-NODE-NODE-180-02,几何,基本图形的认识,三角形的内角和是180°,三角形内角和为180°,formula,mixed,Grade 4 semester 2,压缩型结论表达。
SYN-0389,HKG-NODE-NODE-NODE-211,几何,图形的位置关系,识别轴对称现象与轴对称图形，并进行简单应用,识别轴对称现象与轴对称图形，并进行简单应用,canonical,zh,Grade 4 semester 2,节点规范名称；范围含轴对称现象、轴对称图形的识别及简单应用。
SYN-0390,HKG-NODE-NODE-NODE-211,几何,图形的位置关系,识别轴对称现象与轴对称图形，并进行简单应用,轴对称的判断与利用,variant,zh,Grade 4 semester 2,与节点范围基本一致，强调判断与应用。
SYN-0391,HKG-NODE-NODE-NODE-211,几何,图形的位置关系,识别轴对称现象与轴对称图形，并进行简单应用,判断和利用轴对称,variant,zh,Grade 4 semester 2,语序变化，不改变范围。
